id,sentiment,call_timestamp,reason,city,state,channel,response_time,call duration in minutes,call_center,Market
QYA-99796818-y-255429-nB,Negative,10/23/2023,Canister Seal Issue,New York City,New York,Call-Center,Within SLA,11,Los Angeles/CA,HOME
NZV-22111669-O-011617-ga,Very Positive,10/24/2023,Canister Seal Issue,New York City,New York,Text,Within SLA,40,Baltimore/MD,HOME
XRS-09634457-3-094649-r4,Neutral,10/24/2023,Canister Seal Issue,White Plains,New York,Web,Within SLA,28,Baltimore/MD,HOME
YBH-87073204-v-584841-WR,Very Positive,10/3/2023,Power Cord issue,Flushing,New York,Call-Center,Within SLA,16,Baltimore/MD,HOME
GUS-82706823-y-267404-H4,Neutral,10/13/2023,Canister Seal Issue,Brooklyn,New York,Web,Within SLA,23,Chicago/IL,HOME
IUO-28884929-q-690052-y4,Neutral,10/5/2023,Power Cord issue,Buffalo,New York,Call-Center,Within SLA,25,Los Angeles/CA,HOME
FIG-17900559-d-314518-sy,Neutral,10/16/2023,Canister Seal Issue,Brooklyn,New York,Text,Within SLA,43,Baltimore/MD,HOME
BHI-65629587-A-499400-Y0,Neutral,10/12/2023,Canister Seal Issue,Rochester,New York,Call-Center,Above SLA,22,Baltimore/MD,HOME
OBZ-71512150-0-045536-9x,Neutral,10/14/2023,Canister Seal Issue,Great Neck,New York,Email,Within SLA,26,Denver/CO,HOME
UAO-20321751-x-349705-qR,Very Negative,10/24/2023,Canister Seal Issue,New York City,New York,Email,Below SLA,16,Baltimore/MD,HOME
WBF-97865004-5-848760-Uj,Positive,10/3/2023,Canister Seal Issue,Albany,New York,Web,Within SLA,38,Baltimore/MD,HOME
Pxx-67282684-z-853693-oX,Negative,10/19/2023,Pressure Error Alert,Brooklyn,New York,Text,Within SLA,44,Los Angeles/CA,HOME
THV-97255742-z-761754-oU,Neutral,10/17/2023,Pressure Error Alert,Bronx,New York,Text,Within SLA,26,Baltimore/MD,HOME
YRR-40544275-g-188795-h8,Neutral,10/10/2023,Canister Seal Issue,New York City,New York,Email,Within SLA,28,Baltimore/MD,HOME
FIQ-96778558-o-884165-tl,Very Negative,10/8/2023,Canister Seal Issue,New York City,New York,Email,Below SLA,10,Chicago/IL,HOME
SNZ-77952684-i-727236-s9,Negative,10/2/2023,Canister Seal Issue,White Plains,New York,Web,Below SLA,27,Los Angeles/CA,HOME
xTI-56576836-O-348475-Rb,Negative,10/28/2023,Canister Seal Issue,Rochester,New York,Email,Within SLA,10,Baltimore/MD,HOME
GTW-65956868-H-476830-x4,Neutral,10/5/2023,Canister Seal Issue,Rochester,New York,Text,Within SLA,33,Chicago/IL,HOME
EUR-46116174-R-830722-oP,Negative,10/28/2023,Canister Seal Issue,New York City,New York,Email,Within SLA,25,Denver/CO,HOME
IPA-34695359-P-300362-TU,Negative,10/13/2023,Power Cord issue,Bronx,New York,Call-Center,Within SLA,21,Los Angeles/CA,HOME
NWS-33635157-p-850180-R7,Negative,10/28/2023,Canister Seal Issue,Jamaica,New York,Web,Within SLA,29,Baltimore/MD,HOME
LTU-43389227-i-473599-xf,Very Negative,10/20/2023,Canister Seal Issue,Jamaica,New York,Email,Within SLA,34,Baltimore/MD,HOME
TDL-39529991-o-895205-F0,Very Negative,10/30/2023,Canister Seal Issue,Rochester,New York,Call-Center,Within SLA,40,Los Angeles/CA,HOME
UIP-75743872-S-461060-OQ,Very Negative,10/28/2023,Canister Seal Issue,White Plains,New York,Email,Within SLA,14,Baltimore/MD,HOME
LxE-62689522-p-914490-jr,Negative,10/28/2023,Canister Seal Issue,Staten Island,New York,Web,Within SLA,8,Los Angeles/CA,HOME
PxI-96782980-Q-209048-zs,Negative,10/29/2023,Canister Seal Issue,Buffalo,New York,Email,Within SLA,41,Baltimore/MD,HOME
ESX-81701186-4-629213-lQ,Neutral,10/6/2023,Canister Seal Issue,Hicksville,New York,Call-Center,Below SLA,12,Los Angeles/CA,HOME
FNU-51281792-T-958702-UY,Negative,10/12/2023,Power Cord issue,New York City,New York,Call-Center,Within SLA,15,Baltimore/MD,HOME
AWF-87416565-W-781571-YP,Very Negative,10/30/2023,Canister Seal Issue,Jamaica,New York,Email,Within SLA,36,Denver/CO,HOME
QIW-19222157-j-592167-sr,Neutral,10/8/2023,Pressure Error Alert,Rochester,New York,Text,Within SLA,35,Los Angeles/CA,HOME
ZAP-70678633-p-436489-8H,Negative,10/19/2023,Canister Seal Issue,Flushing,New York,Call-Center,Above SLA,14,Los Angeles/CA,HOME
JGT-12834087-G-518010-Ev,Positive,10/25/2023,Canister Seal Issue,Brooklyn,New York,Call-Center,Above SLA,36,Denver/CO,HOME
PXG-00004442-t-893299-Rn,Neutral,10/26/2023,Power Cord issue,Rochester,New York,Call-Center,Within SLA,8,Los Angeles/CA,HOME
RWU-52753002-x-868055-ew,Neutral,10/22/2023,Pressure Error Alert,New York City,New York,Text,Within SLA,43,Los Angeles/CA,HOME
SVV-62206042-x-739850-tx,Neutral,10/22/2023,Canister Seal Issue,Rochester,New York,Text,Within SLA,10,Chicago/IL,HOME
WOR-23700506-g-327711-hR,Negative,10/4/2023,Canister Seal Issue,New York City,New York,Call-Center,Below SLA,30,Baltimore/MD,HOME
DNA-23764063-s-346468-D9,Very Positive,10/18/2023,Pressure Error Alert,New York City,New York,Text,Within SLA,23,Baltimore/MD,HOME
INW-31886666-h-845847-Rd,Negative,10/20/2023,Canister Seal Issue,New York City,New York,Web,Within SLA,36,Chicago/IL,HOME
UWD-96103633-P-068520-eH,Very Negative,10/6/2023,Pressure Error Alert,New York City,New York,Text,Within SLA,45,Chicago/IL,HOME
RWI-80271109-v-203641-gA,Neutral,10/2/2023,Canister Seal Issue,New York City,New York,Text,Below SLA,36,Chicago/IL,HOME
RSB-20829642-N-373526-Yb,Very Positive,10/26/2023,Canister Seal Issue,Bronx,New York,Web,Within SLA,27,Denver/CO,HOME
VXH-57034890-B-978382-Aj,Negative,10/25/2023,Canister Seal Issue,Buffalo,New York,Text,Within SLA,7,Baltimore/MD,HOME
QUB-32009086-n-387985-Gj,Negative,10/20/2023,Pressure Error Alert,White Plains,New York,Text,Within SLA,35,Baltimore/MD,HOME
AGJ-60335765-Y-906379-2t,Positive,10/19/2023,Canister Seal Issue,Brooklyn,New York,Text,Below SLA,17,Los Angeles/CA,HOME
XAx-45105468-r-525724-ZT,Negative,10/6/2023,Pressure Error Alert,New York City,New York,Email,Below SLA,25,Chicago/IL,HOME
WXX-12415178-A-520661-I7,Neutral,10/15/2023,Power Cord issue,Jamaica,New York,Call-Center,Within SLA,40,Baltimore/MD,HOME
SSR-32036588-j-188114-jU,Negative,10/11/2023,Canister Seal Issue,Elmira,New York,Call-Center,Below SLA,7,Los Angeles/CA,HOME
xGL-71021981-x-586131-WW,Very Positive,10/10/2023,Canister Seal Issue,Albany,New York,Text,Within SLA,44,Denver/CO,HOME
XED-79262028-V-709989-yv,Very Positive,10/2/2023,Canister Seal Issue,New York City,New York,Email,Within SLA,34,Denver/CO,HOME
xSD-53914088-x-412013-24,Positive,10/13/2023,Pressure Error Alert,New York City,New York,Email,Within SLA,18,Baltimore/MD,HOME
VEx-59497391-J-262905-Xo,Negative,10/28/2023,Canister Seal Issue,Bronx,New York,Email,Within SLA,13,Chicago/IL,HOME
FOH-10794069-S-519054-AJ,Neutral,10/12/2023,Canister Seal Issue,New York City,New York,Call-Center,Within SLA,7,Los Angeles/CA,HOME
xJG-51950202-R-491928-rn,Neutral,10/11/2023,Canister Seal Issue,Staten Island,New York,Email,Below SLA,42,Los Angeles/CA,HOME
AJN-35711807-O-141816-Ob,Negative,10/10/2023,Power Cord issue,Jamaica,New York,Call-Center,Below SLA,43,Los Angeles/CA,HOME
AUT-06258254-j-222919-r0,Neutral,10/29/2023,Canister Seal Issue,Brooklyn,New York,Email,Within SLA,12,Los Angeles/CA,HOME
GJN-80291113-S-213023-In,Very Positive,10/24/2023,Canister Seal Issue,New York City,New York,Web,Within SLA,32,Baltimore/MD,HOME
IUU-75788039-t-276917-ps,Negative,10/19/2023,Canister Seal Issue,Rochester,New York,Call-Center,Below SLA,21,Los Angeles/CA,HOME
BDx-29553773-X-309554-rP,Neutral,10/13/2023,Canister Seal Issue,Brooklyn,New York,Call-Center,Above SLA,22,Los Angeles/CA,HOME
UIS-34161675-g-176391-t3,Negative,10/12/2023,Pressure Error Alert,New York City,New York,Email,Within SLA,29,Baltimore/MD,HOME
RAB-71043458-H-387297-V8,Very Positive,10/2/2023,Canister Seal Issue,Port Washington,New York,Call-Center,Within SLA,18,Baltimore/MD,HOME
TTS-68549107-E-477842-PA,Very Positive,10/18/2023,Canister Seal Issue,New York City,New York,Call-Center,Below SLA,29,Baltimore/MD,HOME
IIR-40747664-U-099432-lg,Negative,10/7/2023,Canister Seal Issue,White Plains,New York,Web,Within SLA,43,Los Angeles/CA,HOME
SXV-23812369-b-159375-4q,Negative,10/7/2023,Canister Seal Issue,Buffalo,New York,Call-Center,Within SLA,23,Baltimore/MD,home
RDJ-56392447-R-867966-Ea,Very Positive,10/27/2023,Canister Seal Issue,New York City,New York,Call-Center,Within SLA,29,Baltimore/MD,home
NAI-71014065-F-070492-9Z,Negative,10/5/2023,Power Cord issue,New York City,New York,Call-Center,Below SLA,10,Denver/CO,home
BIQ-61592222-l-847188-9w,Very Positive,10/13/2023,Canister Seal Issue,New York City,New York,Text,Below SLA,27,Los Angeles/CA,home
EOY-02538665-U-843879-xw,Neutral,10/26/2023,Power Cord issue,Albany,New York,Call-Center,Below SLA,21,Los Angeles/CA,home
TSF-39873627-d-446642-31,Very Negative,10/5/2023,Canister Seal Issue,New York City,New York,Text,Within SLA,37,Los Angeles/CA,home
NPD-37285977-J-502581-1N,Negative,10/5/2023,Pressure Error Alert,Bronx,New York,Email,Within SLA,42,Baltimore/MD,home
RJG-25668692-U-436357-po,Negative,10/5/2023,Canister Seal Issue,Rochester,New York,Call-Center,Above SLA,34,Baltimore/MD,home
LGL-73172628-N-390453-VQ,Neutral,10/30/2023,Power Cord issue,Rochester,New York,Call-Center,Within SLA,5,Baltimore/MD,home
IBF-84142729-W-011472-Ta,Negative,10/23/2023,Canister Seal Issue,Rochester,New York,Web,Within SLA,12,Baltimore/MD,home
ZXR-88464881-H-054289-py,Negative,10/29/2023,Canister Seal Issue,Jamaica,New York,Email,Below SLA,17,Los Angeles/CA,home
PLU-49028342-J-556832-05,Neutral,10/3/2023,Canister Seal Issue,New York City,New York,Web,Below SLA,5,Baltimore/MD,home
JOL-23652425-R-779255-rI,Very Negative,10/17/2023,Canister Seal Issue,Syracuse,New York,Email,Within SLA,34,Los Angeles/CA,home
LNA-59426970-z-553649-Ig,Negative,10/26/2023,Pressure Error Alert,Buffalo,New York,Text,Below SLA,40,Los Angeles/CA,home
HRN-91451494-7-508019-3R,Neutral,10/28/2023,Canister Seal Issue,Rochester,New York,Email,Within SLA,32,Los Angeles/CA,home
WUZ-24705389-X-059725-xT,Positive,10/9/2023,Canister Seal Issue,New York City,New York,Call-Center,Within SLA,22,Los Angeles/CA,home
BRB-66867610-W-135905-3L,Very Positive,10/19/2023,Canister Seal Issue,Rochester,New York,Text,Within SLA,34,Baltimore/MD,home
RxH-38080962-s-196200-pp,Negative,10/21/2023,Canister Seal Issue,Albany,New York,Web,Above SLA,27,Baltimore/MD,home
YOE-81169786-F-985948-r7,Very Positive,10/4/2023,Canister Seal Issue,Rochester,New York,Web,Below SLA,8,Baltimore/MD,home
HFY-18402086-y-411796-Bb,Very Negative,10/25/2023,Canister Seal Issue,Buffalo,New York,Text,Within SLA,5,Baltimore/MD,home
JBQ-05046372-F-480871-aP,Very Positive,10/16/2023,Canister Seal Issue,Bronx,New York,Email,Within SLA,26,Chicago/IL,home
EBQ-05619387-y-801394-JP,Very Negative,10/30/2023,Canister Seal Issue,Staten Island,New York,Text,Below SLA,9,Baltimore/MD,home
DRU-46948221-9-900853-qz,Neutral,10/13/2023,Canister Seal Issue,Bronx,New York,Web,Within SLA,21,Denver/CO,home
OXJ-21225760-U-507113-i3,Neutral,10/30/2023,Canister Seal Issue,Jamaica,New York,Email,Within SLA,26,Los Angeles/CA,home
REU-48906584-V-197857-HR,Very Positive,10/19/2023,Canister Seal Issue,Albany,New York,Web,Below SLA,42,Los Angeles/CA,home
STR-41660357-S-681388-Lb,Very Positive,10/1/2023,Canister Seal Issue,Great Neck,New York,Text,Below SLA,6,Los Angeles/CA,home
ARx-12040878-H-432388-vt,Negative,10/25/2023,Canister Seal Issue,New York City,New York,Call-Center,Below SLA,40,Los Angeles/CA,home
LXR-16796298-j-424965-17,Neutral,10/2/2023,Canister Seal Issue,Buffalo,New York,Text,Within SLA,28,Chicago/IL,home
ELT-54899405-j-029589-iq,Neutral,10/5/2023,Canister Seal Issue,Syracuse,New York,Call-Center,Within SLA,24,Los Angeles/CA,HOME
EQO-66736746-6-545894-Jb,Very Positive,10/7/2023,Canister Seal Issue,Mount Vernon,New York,Text,Within SLA,30,Baltimore/MD,HOME
RxA-98928202-o-247572-Xu,Neutral,10/2/2023,Power Cord issue,Schenectady,New York,Call-Center,Within SLA,33,Baltimore/MD,HOME
VxI-09524319-8-614014-yb,Very Negative,10/10/2023,Canister Seal Issue,Albany,New York,Call-Center,Within SLA,32,Los Angeles/CA,HOME
TFR-42341579-8-942054-tN,Neutral,10/20/2023,Canister Seal Issue,New York City,New York,Text,Within SLA,34,Los Angeles/CA,HOME
GYW-96061025-u-928075-21,Very Negative,10/1/2023,Canister Seal Issue,Rochester,New York,Text,Above SLA,7,Los Angeles/CA,HOME
QxY-57089432-4-601545-A5,Neutral,10/24/2023,Canister Seal Issue,Staten Island,New York,Email,Within SLA,41,Los Angeles/CA,HOME
URS-15291758-g-298604-27,Negative,10/25/2023,Canister Seal Issue,New York City,New York,Web,Within SLA,37,Baltimore/MD,HOME
RVB-04182917-U-539457-Ie,Negative,10/2/2023,Power Cord issue,New York City,New York,Call-Center,Above SLA,7,Los Angeles/CA,HOME
UHU-56687881-D-267239-BV,Positive,10/30/2023,Canister Seal Issue,Brooklyn,New York,Text,Within SLA,41,Baltimore/MD,HOME
NVU-80985116-t-793774-q2,Neutral,10/15/2023,Canister Seal Issue,New York City,New York,Email,Below SLA,38,Los Angeles/CA,HOME
QOX-83740969-6-805780-JU,Negative,10/23/2023,Canister Seal Issue,Bronx,New York,Text,Within SLA,18,Chicago/IL,HOME
FRO-49200418-X-388716-9U,Very Positive,10/16/2023,Canister Seal Issue,New York City,New York,Email,Within SLA,32,Chicago/IL,HOME
UIN-93748878-b-457656-Jq,Very Negative,10/14/2023,Canister Seal Issue,White Plains,New York,Call-Center,Below SLA,39,Chicago/IL,HOME
BUI-52465485-o-518404-eS,Neutral,10/6/2023,Canister Seal Issue,Elmira,New York,Call-Center,Within SLA,45,Denver/CO,HOME
UUA-31347738-F-412823-U3,Very Negative,10/29/2023,Canister Seal Issue,Rochester,New York,Call-Center,Below SLA,34,Chicago/IL,HOME
LWZ-31039309-6-457221-of,Negative,10/10/2023,Power Cord issue,New York City,New York,Call-Center,Below SLA,20,Chicago/IL,HOME
SOU-96580934-B-952724-Dx,Neutral,10/15/2023,Canister Seal Issue,Staten Island,New York,Web,Within SLA,16,Chicago/IL,HOME
QXE-71199758-R-888745-DI,Positive,10/22/2023,Canister Seal Issue,Albany,New York,Email,Within SLA,22,Baltimore/MD,HOME
VGW-34247181-Q-743033-7U,Negative,10/17/2023,Canister Seal Issue,Flushing,New York,Web,Below SLA,9,Los Angeles/CA,HOME
OET-46238822-z-895027-q7,Negative,10/9/2023,Power Cord issue,Buffalo,New York,Call-Center,Below SLA,21,Baltimore/MD,HOME
ZIW-00954002-1-247166-XQ,Negative,10/22/2023,Pressure Error Alert,New York City,New York,Email,Below SLA,14,Baltimore/MD,HOME
DRQ-99136660-n-573681-Ah,Very Positive,10/2/2023,Canister Seal Issue,Staten Island,New York,Call-Center,Above SLA,28,Los Angeles/CA,home
YZS-46262783-n-617209-wL,Very Negative,10/18/2023,Pressure Error Alert,Brooklyn,New York,Email,Within SLA,44,Chicago/IL,home
EHW-82363878-4-875245-nE,Negative,10/15/2023,Canister Seal Issue,Albany,New York,Email,Within SLA,11,Baltimore/MD,home
RAN-54079917-5-457074-NR,Negative,10/19/2023,Canister Seal Issue,Mount Vernon,New York,Web,Within SLA,33,Baltimore/MD,home
JLU-51549256-N-056150-zf,Negative,10/17/2023,Power Cord issue,Brooklyn,New York,Call-Center,Within SLA,43,Denver/CO,home
TPG-44187704-0-719583-dR,Positive,10/1/2023,Canister Seal Issue,Syracuse,New York,Call-Center,Within SLA,25,Los Angeles/CA,home
GFR-52240479-3-905878-T4,Negative,10/22/2023,Canister Seal Issue,New York City,New York,Text,Below SLA,37,Los Angeles/CA,home
UGA-22892085-U-371334-Wg,Very Positive,10/14/2023,Canister Seal Issue,Albany,New York,Call-Center,Within SLA,42,Los Angeles/CA,HOME
YTP-72228266-X-463416-0x,Negative,10/8/2023,Canister Seal Issue,Brooklyn,New York,Email,Below SLA,31,Baltimore/MD,HOME
WWA-79865970-u-629635-dV,Neutral,10/11/2023,Canister Seal Issue,New York City,New York,Email,Within SLA,30,Los Angeles/CA,HOME
UIB-66922853-i-530376-QP,Very Negative,10/20/2023,Canister Seal Issue,New York City,New York,Call-Center,Within SLA,32,Los Angeles/CA,HOME
WES-92712503-N-609564-Fj,Neutral,10/12/2023,Pressure Error Alert,Buffalo,New York,Text,Above SLA,26,Los Angeles/CA,HOME
RFG-33136551-i-477203-lT,Very Positive,10/19/2023,Canister Seal Issue,New York City,New York,Email,Within SLA,24,Baltimore/MD,HOME
ZIR-35480801-p-123130-tV,Neutral,10/7/2023,Canister Seal Issue,New York City,New York,Email,Within SLA,45,Denver/CO,HOME
GIR-93628377-U-070076-4v,Negative,10/7/2023,Canister Seal Issue,New York City,New York,Text,Within SLA,10,Los Angeles/CA,HOME
JNP-32119966-d-425800-sV,Very Positive,10/3/2023,Canister Seal Issue,Albany,New York,Web,Within SLA,33,Los Angeles/CA,HOME
OUD-00452217-b-231660-jx,Negative,10/9/2023,Canister Seal Issue,New York City,New York,Text,Within SLA,42,Baltimore/MD,HOME
PAN-82446598-G-792229-2x,Negative,10/30/2023,Canister Seal Issue,Staten Island,New York,Call-Center,Within SLA,15,Los Angeles/CA,HOME
NIS-60136188-8-072413-UL,Positive,10/13/2023,Canister Seal Issue,Albany,New York,Text,Below SLA,16,Baltimore/MD,Home
STO-28968690-R-132494-fr,Neutral,10/26/2023,Canister Seal Issue,New York City,New York,Email,Within SLA,33,Los Angeles/CA,Home
RLS-31283948-Q-656039-wl,Very Positive,10/5/2023,Canister Seal Issue,Brooklyn,New York,Email,Below SLA,35,Chicago/IL,Home
ERU-66550712-U-477312-Ao,Negative,10/7/2023,Power Cord issue,Rochester,New York,Call-Center,Below SLA,31,Baltimore/MD,Home
IBI-74652155-w-645587-fq,Neutral,10/8/2023,Power Cord issue,New York City,New York,Call-Center,Below SLA,24,Chicago/IL,Home
RBW-43780784-x-288259-wU,Very Negative,10/25/2023,Pressure Error Alert,Buffalo,New York,Text,Below SLA,5,Los Angeles/CA,HOME
QRB-51846959-J-105446-jH,Neutral,10/19/2023,Canister Seal Issue,Jamaica,New York,Email,Below SLA,45,Baltimore/MD,HOME
PQX-12543989-V-802245-Vv,Neutral,10/14/2023,Canister Seal Issue,New York City,New York,Email,Within SLA,6,Denver/CO,HOME
JGE-76054213-7-233024-1I,Negative,10/6/2023,Canister Seal Issue,Brooklyn,New York,Text,Below SLA,16,Chicago/IL,HOME
JRX-07552038-H-008711-rJ,Neutral,10/5/2023,Pressure Error Alert,Jamaica,New York,Email,Within SLA,8,Los Angeles/CA,HOME
NUU-17318858-e-689553-Ro,Negative,10/27/2023,Canister Seal Issue,New York City,New York,Email,Within SLA,27,Los Angeles/CA,HOME
RQE-36093551-t-346593-6g,Neutral,10/13/2023,Canister Seal Issue,New Hyde Park,New York,Web,Within SLA,17,Denver/CO,HOME
WxZ-46520837-R-256590-q1,Negative,10/4/2023,Canister Seal Issue,Rochester,New York,Email,Within SLA,36,Los Angeles/CA,HOME
WOL-22241159-Y-857422-2y,Neutral,10/11/2023,Canister Seal Issue,Brooklyn,New York,Email,Within SLA,19,Los Angeles/CA,HOME
YFN-41045439-h-980525-NT,Very Negative,10/5/2023,Canister Seal Issue,New York City,New York,Web,Within SLA,15,Los Angeles/CA,HOME
HEI-58327445-Q-563723-yl,Very Negative,10/2/2023,Canister Seal Issue,Staten Island,New York,Email,Above SLA,44,Baltimore/MD,HOME
DER-84894285-z-941594-bd,Negative,10/18/2023,Power Cord issue,Port Washington,New York,Call-Center,Above SLA,15,Baltimore/MD,HOME
TYB-76262351-1-868676-7R,Very Positive,10/5/2023,Power Cord issue,Brooklyn,New York,Call-Center,Below SLA,31,Los Angeles/CA,HOME
DRA-82810490-3-579624-8t,Neutral,10/1/2023,Canister Seal Issue,Schenectady,New York,Web,Below SLA,7,Chicago/IL,HOME
EJX-46620908-W-235648-p3,Neutral,10/24/2023,Pressure Error Alert,Schenectady,New York,Email,Within SLA,27,Los Angeles/CA,HOME
FVF-84647397-8-986748-xS,Negative,10/23/2023,Canister Seal Issue,Flushing,New York,Text,Within SLA,28,Denver/CO,HOME
AFX-95708400-G-635254-A7,Neutral,10/28/2023,Canister Seal Issue,New York City,New York,Call-Center,Above SLA,45,Los Angeles/CA,HOME
GBF-13123344-q-771480-OZ,Positive,10/25/2023,Canister Seal Issue,Jamaica,New York,Web,Within SLA,15,Baltimore/MD,HOME
SFA-86974428-e-605908-L8,Negative,10/19/2023,Power Cord issue,Jamaica,New York,Call-Center,Within SLA,44,Los Angeles/CA,HOME
YNR-87537097-2-269909-0A,Negative,10/20/2023,Power Cord issue,Staten Island,New York,Call-Center,Within SLA,38,Baltimore/MD,HOME
TxQ-15842440-y-822496-Fp,Negative,10/29/2023,Canister Seal Issue,Albany,New York,Web,Above SLA,39,Los Angeles/CA,HOME
ENI-46618013-6-205733-xu,Very Negative,10/28/2023,Canister Seal Issue,Syracuse,New York,Email,Below SLA,44,Chicago/IL,HOME
ENR-15089950-X-915437-zw,Very Negative,10/15/2023,Canister Seal Issue,New York City,New York,Web,Within SLA,43,Baltimore/MD,HOME
xTU-70339490-x-745803-i9,Neutral,10/29/2023,Canister Seal Issue,New Hyde Park,New York,Call-Center,Within SLA,44,Denver/CO,HOME
xDO-73347512-h-450979-Dv,Neutral,10/10/2023,Power Cord issue,Rochester,New York,Call-Center,Within SLA,11,Baltimore/MD,HOME
UVF-17892914-0-693768-s7,Very Negative,10/25/2023,Power Cord issue,Jamaica,New York,Call-Center,Above SLA,33,Baltimore/MD,HOME
IHY-79648327-G-277405-8X,Negative,10/7/2023,Power Cord issue,Syracuse,New York,Call-Center,Within SLA,38,Chicago/IL,HOME
FQZ-57579927-7-559612-Qr,Neutral,10/22/2023,Pressure Error Alert,New York City,New York,Email,Below SLA,8,Los Angeles/CA,HOME
GGO-39472352-f-570655-Rv,Negative,10/29/2023,Canister Seal Issue,Albany,New York,Web,Within SLA,39,Chicago/IL,HOME
DYJ-19341621-Z-242834-tx,Neutral,10/9/2023,Canister Seal Issue,Albany,New York,Text,Below SLA,15,Chicago/IL,HOME
QWZ-47014070-b-420309-8x,Negative,10/27/2023,Canister Seal Issue,Buffalo,New York,Email,Within SLA,32,Baltimore/MD,HOME
YEU-84510907-x-753290-n7,Neutral,10/13/2023,Pressure Error Alert,New York City,New York,Text,Within SLA,29,Baltimore/MD,HOME
XWF-10452899-z-291907-oX,Positive,10/21/2023,Canister Seal Issue,Flushing,New York,Call-Center,Below SLA,21,Denver/CO,HOME
XRA-36776186-U-985840-l2,Very Negative,10/18/2023,Canister Seal Issue,Brooklyn,New York,Call-Center,Below SLA,27,Los Angeles/CA,HOME
NNF-71754556-A-096165-UU,Very Negative,10/9/2023,Pressure Error Alert,Buffalo,New York,Text,Within SLA,33,Chicago/IL,HOME
EGX-46168765-F-766486-R3,Positive,10/8/2023,Canister Seal Issue,Rochester,New York,Text,Within SLA,25,Los Angeles/CA,HOME
OHT-69412123-w-382958-RT,Neutral,10/12/2023,Canister Seal Issue,Jamaica,New York,Call-Center,Within SLA,32,Los Angeles/CA,HOME
HxG-55539920-N-456262-TS,Very Negative,10/2/2023,Canister Seal Issue,Rochester,New York,Web,Within SLA,17,Baltimore/MD,HOME
JFE-12284707-o-588337-IP,Neutral,10/28/2023,Canister Seal Issue,Brooklyn,New York,Web,Within SLA,31,Los Angeles/CA,HOME
JSJ-30864828-R-618302-EY,Negative,10/15/2023,Canister Seal Issue,Jamaica,New York,Email,Within SLA,23,Los Angeles/CA,HOME
ULE-45326900-f-987017-ZO,Very Negative,10/28/2023,Canister Seal Issue,Albany,New York,Text,Below SLA,27,Baltimore/MD,HOME
JYP-60600470-3-212370-RT,Neutral,10/26/2023,Canister Seal Issue,White Plains,New York,Call-Center,Within SLA,44,Denver/CO,HOME
SXJ-79648911-2-269141-2v,Neutral,10/16/2023,Canister Seal Issue,Syracuse,New York,Web,Within SLA,24,Los Angeles/CA,HOME
YJZ-80287431-L-719821-U7,Negative,10/7/2023,Canister Seal Issue,New York City,New York,Call-Center,Below SLA,30,Los Angeles/CA,HOME
WDZ-51966445-i-984086-VR,Positive,10/1/2023,Power Cord issue,New York City,New York,Call-Center,Within SLA,28,Baltimore/MD,HOME
DRD-12962345-j-463487-AO,Negative,10/26/2023,Canister Seal Issue,New York City,New York,Call-Center,Within SLA,8,Baltimore/MD,HOME
NPO-95364074-N-774914-gv,Negative,10/2/2023,Canister Seal Issue,New York City,New York,Web,Within SLA,9,Los Angeles/CA,HOME
BGE-58404504-Y-920031-H2,Neutral,10/6/2023,Canister Seal Issue,White Plains,New York,Email,Within SLA,5,Denver/CO,HOME
TWx-98547589-n-589450-63,Negative,10/21/2023,Canister Seal Issue,Brooklyn,New York,Text,Below SLA,17,Denver/CO,HOME
xQD-29952630-h-681796-jL,Neutral,10/23/2023,Power Cord issue,New York City,New York,Call-Center,Below SLA,23,Los Angeles/CA,HOME
FWN-10671531-h-403936-1n,Neutral,10/4/2023,Canister Seal Issue,New York City,New York,Web,Below SLA,16,Baltimore/MD,HOME
OUP-26848396-R-770169-Og,Neutral,10/24/2023,Pressure Error Alert,New York City,New York,Email,Within SLA,45,Chicago/IL,HOME
RNx-99791675-E-309105-px,Positive,10/15/2023,Power Cord issue,Brooklyn,New York,Call-Center,Below SLA,9,Los Angeles/CA,HOME
xIP-76170987-v-683271-Ld,Negative,10/2/2023,Power Cord issue,New York City,New York,Call-Center,Above SLA,19,Chicago/IL,HOME
QSE-77094160-Y-727019-eH,Neutral,10/25/2023,Canister Seal Issue,New York City,New York,Text,Within SLA,18,Baltimore/MD,HOME
WSQ-58344260-x-790293-GI,Negative,10/2/2023,Canister Seal Issue,New York City,New York,Text,Within SLA,31,Chicago/IL,HOME
AFQ-21180836-l-202073-p4,Very Positive,10/13/2023,Canister Seal Issue,Jamaica,New York,Text,Within SLA,45,Baltimore/MD,HOME
xQW-91557066-T-974549-jb,Negative,10/21/2023,Canister Seal Issue,New York City,New York,Call-Center,Within SLA,23,Los Angeles/CA,HOME
LOX-99730249-P-704464-zx,Very Positive,10/6/2023,Canister Seal Issue,Syracuse,New York,Web,Within SLA,36,Los Angeles/CA,HOME
XTZ-20387861-z-476181-Sr,Very Negative,10/4/2023,Canister Seal Issue,New York City,New York,Text,Within SLA,7,Baltimore/MD,HOME
HWN-18047905-J-044335-p6,Very Negative,10/27/2023,Canister Seal Issue,New York City,New York,Text,Above SLA,12,Los Angeles/CA,HOME
RNJ-55288552-d-367204-x0,Very Negative,10/13/2023,Pressure Error Alert,New York City,New York,Email,Within SLA,19,Los Angeles/CA,HOME
